friends,followes,sentiment
0,0,0.290117845
77742,76522,0.480125319
23390,23847,0.395441293
0,0,0.565972222
0,0,0.535097687
17913,17979,0.400152229
17913,17979,0.444488516
17913,17979,0.392471086
0,0,0.39273183
0,0,0.46965873
1393286,1241968,0.513425926
0,0,0.407222222
17913,17979,0.393670717
0,0,0.325
17913,17979,0.426970802
353664,342787,0.587581699
0,0,0.445670996
0,0,0.533712121
0,0,0.67
0,0,0.415897066
942660,944956,0.238461538
0,0,0.740588116
0,0,0.437975702
0,0,0.466834734
0,0,0.516924675
194264,192570,0.453851402
596749,561904,0.304507811
569990,975522,0.449350649
0,0,0.245463253
596749,561904,0.472967358
0,0,0.510767316
0,0,0.376041667
0,0,0.409036973
17913,17979,0.355688279
353664,342787,0.564652015
1393286,1241968,0.477047619
596749,561904,0.452235772
597340,618906,0.387574272
0,0,0.472559487
0,0,0.151515152
0,0,0.369674494
0,0,0.492104543
0,0,0.44987437
596749,561904,0.281510417
59051,60734,0.49109063
0,0,0.37512285
0,0,0.457051282
0,0,0.325226757
353664,342787,0.519028723
12033,12283,0.413733394
0,0,0.470491242
0,0,0.40767071
596749,561904,0.472624684
0,0,0.490999412
0,0,0.25
0,0,0.489452561
0,0,0.360871212
0,0,0.411612979
0,0,0.353628118
353664,342787,0.417283951
0,0,0.436111111
0,0,0.329565099
101615,104812,0.683766234
596749,561904,0.401136364
0,0,0.260606061
0,0,0.470735786
0,0,0.485858586
353664,342787,0.57173913
0,0,0.41979782
0,0,0.55
17913,17979,0.412884113
0,0,0.356052245
0,0,0.425454545
127093,128617,0.441879026
0,0,0.467824074
0,0,0.382783883
0,0,0.089285714
0,0,0.412184196
0,0,0.505333366
894063,903261,0.557256236
0,0,0.505883251
12033,12283,0.349411649
894063,903261,0.388748097
0,0,0.256623049
0,0,0.333333333
0,0,0.487121212
0,0,0.523504274
353664,342787,0.450666439
0,0,0.331565657
0,0,0.744444444
0,0,0.232706767
0,0,0.402702703
0,0,0.378869048
894063,903261,0.436306599
0,0,0.464403292
0,0,0.322671156
0,0,0.433041958
59051,60734,0.428737542
596749,561904,0.429106428
596749,561904,0.266798942
0,0,0.326402918
198924,200473,0.545289855
0,0,0.461238974
0,0,0.427813853
0,0,0.38447205
0,0,0.507945869
0,0,0.389257002
0,0,0.6875
0,0,0.571666667
894063,903261,0.401398601
0,0,0.437032086
0,0,0.16547619
0,0,0.395192308
353664,342787,0.615674603
0,0,0.4375
353664,342787,0.694128788
0,0,0.487445887
0,0,0.417261905
569990,975522,0.403703704
0,0,0.6
0,0,0.50238837
0,0,0.480062823
569990,975522,0.269967532
0,0,0.44625
0,0,0.716666667
0,0,0.389177489
127093,128617,0.469601462
569990,975522,0.486805312
596749,561904,0.484920635
596749,561904,0.361111111
569990,975522,0.53030303
0,0,0.5
0,0,0.213888889
0,0,0.385409091
0,0,0.472929607
0,0,0.358664021
596749,561904,0.464454853
353664,342787,0.45797619
569990,975522,0.327638889
1393286,1241968,0.57213955
127093,128617,0.306344339
0,0,0.416017316
0,0,0.446200261
0,0,0.286875
596749,561904,0.433910344
596749,561904,0.275
569990,975522,0.506087662
569990,975522,0.464365664
0,0,0.43026418
0,0,0.28731685
0,0,0.506417112
0,0,0.331428571
0,0,0.466087344
0,0,0.377777778
569990,975522,0.463383838
0,0,0.473375861
596749,561904,0.529332904
0,0,0.489880952
0,0,0.368822394
0,0,0
353664,342787,0.433167388
0,0,0.354571691
0,0,0.456742424
596749,561904,0.575504299
569990,975522,0.450882035
353664,342787,0.563988095
0,0,0.445112414
108241,107041,0.088888889
596749,561904,0.484746873
569990,975522,0.336265432
0,0,0.451022902
569990,975522,0.407407407
0,0,0.36993007
372227,304568,0.393878788
596749,561904,0.360549041
34089,34114,0.501561412
569990,975522,0.458724463
0,0,0.88
0,0,0.428733766
0,0,0.6175
0,0,0.480657933
0,0,0.422097215
34089,34114,0.370454545
0,0,0.446246693
569990,975522,0.467384159
108241,107041,0.407857143
596749,561904,0.426256614
353664,342787,0.445192308
0,0,0.481746032
0,0,0.266666667
0,0,0.378230585
0,0,0.254133598
0,0,0.303703704
0,0,0.44538961
0,0,0.428571429
0,0,0.452207341
0,0,0.356404618
0,0,0.442911923
569990,975522,0.357575758
353664,342787,0.611771978
0,0,0.395959596
625017,615966,0.454254956
4155,4342,0.247222222
0,0,0.377651515
0,0,0.475939519
569990,975522,0.336265432
569990,975522,0.38757764
34089,34114,0.3498266
596749,561904,0.300181818
0,0,0.465565476
0,0,0.4372114
353664,342787,0.474677056
0,0,0.433974359
0,0,0.329347826
353664,342787,0.433860029
108241,107041,0.489328063
0,0,0.401175015
0,0,0.407605718
569990,975522,0.49251342
596749,561904,0.382403581
0,0,0.291304348
353664,342787,0.346428571
0,0,0.228012821
0,0,0.451681784
353664,342787,0.418268537
0,0,0.521587302
0,0,0.474479167
127093,128617,0.399284231
0,0,0.422124324
18143,17613,0.392857143
616717,596782,0.57247615
194264,192570,0.490351952
353664,342787,0.519761905
569990,975522,0.417548205
0,0,0.385714286
0,0,0.521794872
0,0,0.407142857
353664,342787,0.318660287
0,0,0.423989899
353664,342787,0.430833333
596749,561904,0.573834325
0,0,0.422249589
353664,342787,0.474537037
0,0,0.444976551
0,0,0.50085639
861450,811206,0.43003663
0,0,0.423575036
17913,17979,0.372236403
353664,342787,0.547807622
44978,43166,0.518711126
0,0,0.496419449
0,0,0.444010417
0,0,0.331780303
0,0,0.336530612
0,0,0.391666667
246991,243639,0.500462963
194264,192570,0.534413096
596749,561904,0.381920815
0,0,0.333333333
0,0,0.39
596749,561904,0.522796143
353664,342787,0.490227273
12033,12283,0.493589744
0,0,0.419206349
0,0,0.425373561
0,0,0.356299603
353664,342787,0.522777778
0,0,0.394533347
596749,561904,0
353664,342787,0.315052701
569990,975522,0.412066478
0,0,0.505668439
0,0,0.429333333
996057,739361,0.45
44978,43166,0.445531082
0,0,0.413762626
823844,815195,0.456313131
569990,975522,0.37119883
569990,975522,0.425128205
0,0,0.4625
0,0,0.463727939
0,0,0.319047619
0,0,0.438095238
59051,60734,0.324816387
0,0,0.493333333
0,0,0.525
596749,561904,0.600793651
353664,342787,0.766666667
569990,975522,0.290734266
596749,561904,0.442250406
0,0,0.357142857
0,0,0.373364937
0,0,0.383531406
596749,561904,0.458677638
0,0,0.461018379
108241,107041,0.269117647
596749,561904,0.475760932
0,0,0.557474747
942660,944956,0.423603094
942660,944956,0.347727273
353664,342787,0.287009804
0,0,0.544017094
0,0,0.595238095
108241,107041,0.277497666
0,0,0.431500847
823844,815195,0.58442029
353664,342787,0.429608586
0,0,0.449964986
0,0,0.442010582
0,0,0.434906861
0,0,0.47958153
596749,561904,0.600757576
942660,944956,0.2375
0,0,0.407051282
353664,342787,0.57547619
596749,561904,0.352204586
0,0,0.487820513
0,0,0.329423559
0,0,0.449265873
942660,944956,0.216384778
569990,975522,0.542665289
0,0,0.447718482
17913,17979,0.374524865
372227,304568,0.456328764
569990,975522,0.53920068
0,0,0.485024796
0,0,0.431413255
0,0,0.46025641
0,0,0.370833333
823844,815195,0.477431217
0,0,0.342593583
894063,903261,0.400728114
596749,561904,0.436503205
0,0,0.360774029
596749,561904,0.639841871
0,0,0.45698489
0,0,0.460602659
596749,561904,0.393021009
12033,12283,0
0,0,1
0,0,0.567654321
0,0,0.514731801
0,0,0.457296641
942660,944956,0.381111111
596749,561904,0.475116713
0,0,0.443745276
0,0,0.360760073
127093,128617,0.356692945
10075,10561,0.555151515
0,0,0.376404127
0,0,0.468148148
17913,17979,0.491027155
0,0,0.349616858
0,0,0.493470603
0,0,0.446428571
0,0,0.411219397
0,0,0.482211753
894063,903261,0.417748918
0,0,0.244444444
0,0,0.464082462
596749,561904,0.341666667
894063,903261,0.450477763
416437,418488,0.450146199
17913,17979,0.392373737
0,0,0.485782036
0,0,0.62139765
0,0,0.35043153
0,0,0.489594474
0,0,0.448701299
0,0,0.425
0,0,0.601587302
569990,975522,0.290734266
0,0,0.397826954
353664,342787,0.484571429
894063,903261,0.48543914
0,0,0.501068376
849215,908970,0.504750233
17913,17979,0.469502283
0,0,0.463450292
353664,342787,0.528070175
0,0,0.441568915
353664,342787,0.395756173
0,0,0.405666312
0,0,0.482458104
596749,561904,0.482843915
596749,561904,0.43002381
0,0,0.275
0,0,0.299242424
353664,342787,0.552568922
59051,60734,0.480847851
0,0,0.458982684
0,0,0.424280904
0,0,0.581906907
1710,1674,0.469457658
0,0,0.529081258
353664,342787,0.518374218
0,0,0.435690236
596749,561904,0.348828764
894063,903261,0.4535831
194264,192570,0.435
0,0,0.379739871
0,0,0.389804196
0,0,0.41025641
894063,903261,0.416570142
596749,561904,0.385869565
17913,17979,0.434007145
0,0,0.332142857
0,0,0.364880952
569990,975522,0.43984127
0,0,0.24514652
0,0,0.519742538
17913,17979,0.42021058
0,0,0.602225379
0,0,0.493222845
894063,903261,0.473933782
17913,17979,0.476255088
894063,903261,0.496590909
17913,17979,0.457069538
17913,17979,0.391375322
0,0,0.357644628
247478,141344,0.7775
569990,975522,0.406623932
0,0,0.441407864
194264,192570,0.501094691
569990,975522,0.496176046
0,0,0.400082349
17913,17979,0.41146414
17913,17979,0.424309024
23390,23847,0.409998517
0,0,0.246794872
0,0,0.785714286
569990,975522,0.416571429
569990,975522,0.464549157
0,0,0.258956916
17913,17979,0.483319223
625017,615966,0.354743321
0,0,0.498115079
596749,561904,0.648539886
46811,46221,0.413467963
0,0,0.391944444
596749,561904,0.51466589
0,0,0.465267471
34089,34114,0.422058824
17913,17979,0.456923805
34089,34114,0.384502559
34089,34114,0.300770867
0,0,0.47790404
353664,342787,0.516407867
0,0,0.334344056
894063,903261,0.420628908
34089,34114,0.349425146
0,0,0.530882353
894063,903261,0.454509675
942660,944956,0.364403292
111715,106115,0.346015466
247478,141344,0.333823529
17913,17979,0.470883362
0,0,0.431354718
0,0,0.433499193
108241,107041,0.536944444
0,0,0.303703704
0,0,0.403768998
569990,975522,0.464365664
0,0,0.252106227
569990,975522,0.339305556
353664,342787,0.56043771
596749,561904,0.386096109
569990,975522,0.462655466
0,0,0.406916017
0,0,0.46869598
596749,561904,0.293402778
0,0,0.471035191
596749,561904,0.601190476
353664,342787,0.49
17913,17979,0.383986942
0,0,0.362820513
17913,17979,0.459742357
625017,615966,0.510472485
0,0,0.450338753
894063,903261,0.531609195
0,0,0.218181818
31181,31205,0.393295434
17913,17979,0.327854633
17913,17979,0.411777688
569990,975522,0.395367965
596749,561904,0.395521542
0,0,0.593964646
0,0,0.478028135
569990,975522,0.512735651
596749,561904,0.501481481
0,0,0.435593513
17913,17979,0.370019167
0,0,0.498371012
0,0,0.526011905
0,0,0.546054654
569990,975522,0.441419666
894063,903261,0.312169312
942660,944956,0.266795635
34089,34114,0.476775384
569990,975522,0.376571429
569990,975522,0.43
0,0,0.518684292
0,0,0.539772727
569990,975522,0.448412698
1393286,1241968,0.514353962
569990,975522,0.468056943
0,0,0.467741623
596749,561904,0.537739464
17913,17979,0.368917987
0,0,0.543603896
569990,975522,0.464365664
0,0,0.464641311
0,0,0.725
569990,975522,0.56569697
569990,975522,0.432386364
569990,975522,0.446898934
569990,975522,0.449350649
596749,561904,0.490406785
569990,975522,0.406845238
569990,975522,0.416465677
569990,975522,0.336265432
596749,561904,0.474577573
569990,975522,0.407088172
569990,975522,0.430020704
569990,975522,0.594886364
422556,424165,0.526643773
569990,975522,0.192045455
34089,34114,0.3875
0,0,0.417857143
596749,561904,0.389880952
569990,975522,0.330366162
0,0,0.401799586
0,0,0.420918367
353664,342787,0.396138807
569990,975522,0.486093074
0,0,0.432215087
0,0,0.434176871
353664,342787,0.491081871
0,0,0.474444444
569990,975522,0.443981481
569990,975522,0.37119883
569990,975522,0.336265432
596749,561904,0.603525641
942660,944956,0.325
0,0,0.681884058
596749,561904,0.417768158
569990,975522,0.38757764
569990,975522,0.344883041
0,0,0.481802721
0,0,0.395018263
0,0,0.508706571
0,0,0.289005336
0,0,0.3375
353664,342787,0.274671717
569990,975522,0.430820094
569990,975522,0.423801793
0,0,0.470114608
0,0,0.358333333
596749,561904,0.502639147
596749,561904,0.502588842
894063,903261,0.481278861
596749,561904,0.5054325
569990,975522,0.504603175
0,0,0.463274774
0,0,0.6875
0,0,0.44
0,0,0.475378788
372227,304568,0.365653495
569990,975522,0.410483871
353664,342787,0.480632411
569990,975522,0.522358197
247478,141344,0.321428571
569990,975522,0.410483871
353664,342787,0.480434704
0,0,0.592253177
0,0,0.396717945
0,0,0.314204545
0,0,0.257352941
0,0,0.482222222
0,0,0.452403216
0,0,0.509048822
0,0,0.292222222
596749,561904,0.508730159
0,0,0.35
0,0,0
0,0,0.417095238
0,0,0.428813926
942660,944956,0.338888889
569990,975522,0.464365664
823844,815195,0.411155203
0,0,0.38875
0,0,0.43951808
0,0,0.390892857
0,0,0.451584022
0,0,0.375816993
0,0,0.321345463
569990,975522,0.479013579
616717,596782,0.433587427
0,0,0.468706475
0,0,0.452361111
0,0,0.444047619
353664,342787,0.553106061
0,0,0.282539683
17913,17979,0.3163941
0,0,0.448852564
0,0,0.379865886
0,0,0.435788705
17913,17979,0.386864899
0,0,0.585328283
596749,561904,0.433512294
0,0,0.519558135
596749,561904,0.545865801
0,0,0.439765628
0,0,0.568888889
0,0,0.455278007
0,0,0.533880568
0,0,0.651157407
1402,1375,0.382019731
353664,342787,0.643813131
596749,561904,0.563744589
0,0,0.45375817
0,0,0.491840927
17913,17979,0.470070448
596749,561904,0.556601732
0,0,0.233333333
59051,60734,0.387182788
0,0,0.410615079
0,0,0.451111111
569990,975522,0.594886364
724899,724899,0.447525156
353664,342787,0.256862745
108241,107041,0.263227513
372227,304568,0.495894584
0,0,0.578021978
0,0,0.305454545
353664,342787,0.621428571
17913,17979,0.404797286
0,0,0.386865426
894063,903261,0.486769481
17913,17979,0.35663961
894063,903261,0.396052632
569990,975522,0.463680455
353664,342787,0.468103448
569990,975522,0.336265432
0,0,0.478934506
194264,192570,0.435854342
0,0,0.472725041
569990,975522,0.457724567
0,0,0.550088015
0,0,0.519791667
0,0,0.4612387
569990,975522,0.290734266
353664,342787,0.485555556
0,0,0.318275613
596749,561904,0.479504762
17913,17979,0.336491841
353664,342787,0.487365591
10075,10561,0.448939668
0,0,0.388198636
0,0,0.391865968
714,782,0.2875
0,0,0.276430976
569990,975522,0.336111111
0,0,0.462884425
569990,975522,0.441434183
0,0,0.279429679
0,0,0.380183389
0,0,0.306059113
0,0,0.457674014
569990,975522,0.387931034
0,0,0.463390313
353664,342787,0.522931698
569990,975522,0.524357016
0,0,0.532972789
0,0,0.45620915
569990,975522,0.336265432
127093,128617,0.414895352
0,0,0.454545455
596749,561904,0.492992424
569990,975522,0.444256854
0,0,0.405591265
0,0,0.471693122
0,0,0.426428571
569990,975522,0.486139456
0,0,0.35
0,0,0.501485636
569990,975522,0.525419782
894063,903261,0.461864478
10252,10661,0.377873603
0,0,0.369175084
714,782,0.35
569990,975522,0.499842582
0,0,0.340909091
353664,342787,0.592328042
569990,975522,0.428333333
596749,561904,0.495616319
0,0,0.460549728
569990,975522,0.393904762
127093,128617,0.241666667
596749,561904,0.631898148
569990,975522,0.497474747
0,0,0.524953102
34089,34114,0.480239368
0,0,0.413876984
4155,4342,0.405013839
0,0,0.382638889
0,0,0.337256494
0,0,0.37173913
0,0,0.502380952
569990,975522,0.453181818
0,0,0.357073844
0,0,0.500752565
569990,975522,0.464365664
353664,342787,0.497933333
0,0,0.470037445
0,0,0.404
0,0,0.427921988
0,0,0.536135474
34089,34114,0.394982993
353664,342787,0.645767196
0,0,0.445923413
0,0,0.369846815
0,0,0.446333333
569990,975522,0.465530303
17913,17979,0.420317892
358261,150020,0.473321195
0,0,0.433624157
0,0,0.403703704
0,0,0.433333333
0,0,0.326160307
0,0,0.733201058
569990,975522,0.446898934
894063,903261,0.495601351
0,0,0.376862479
0,0,0.336525974
616717,596782,0.286538462
0,0,0.287518939
569990,975522,0.446898934
0,0,0.4874064
0,0,0.35952381
0,0,0.302282775
127093,128617,0
0,0,0.25
0,0,0.404052852
0,0,0.426891835
0,0,0.417638153
0,0,0.415800866
0,0,0.341006843
0,0,0.419848485
0,0,0.399243474
0,0,0.329498229
0,0,0.479166667
0,0,0.274114491
31190,31215,0.399461495
0,0,0.331884058
0,0,0.514517906
0,0,0.463691544
247459,141328,0.378099174
0,0,0.466471507
127093,128617,0.352784864
0,0,0.540740741
942649,944949,0.234375
416462,418512,0.304298083
0,0,0.319791667
127093,128617,0.442705005
31593,30850,0.527450273
0,0,0.422588429
0,0,0.412946948
0,0,0.521734694
118605,114819,0.344444444
0,0,0.176430976
0,0,0.49034749
0,0,0.518114478
628597,617338,0.505468021
0,0,0.464952318
44979,43167,0.459849179
0,0,0.547619048
0,0,0.409166667
0,0,0.484974747
0,0,0.350297619
0,0,0.485782036
0,0,0.534311316
0,0,0.504494444
77740,76520,0.45738381
846903,806206,1
0,0,0.331090909
422730,424756,0.438699751
0,0,0.325523088
0,0,0.372442505
358257,150016,0.496007775
0,0,0.478642811
0,0,0.466694902
894210,903764,0
0,0,0.360864255
4157,4344,0.431299633
628597,617338,0.428897243
0,0,0.5125
0,0,0
189418,186681,0.233928571
846903,806206,0.6125
0,0,0.531393298
79800,79476,0.438333333
0,0,0.46926736
0,0,0.430176768
0,0,0.37987013
0,0,0.581386724
0,0,0.536666667
0,0,0.47125
0,0,0.4600479
242009,249571,0.442857143
231947,228432,0.459894352
247038,239927,0.426737915
616920,597053,0.378195489
28514,26157,0.490958498
0,0,0.574541446
77740,76520,0.452303977
0,0,0.527592593
0,0,0.504964257
0,0,0.406140351
0,0,0.194444444
0,0,0.408766234
0,0,0.407738095
0,0,0.396666667
0,0,0.414844351
457911,402901,0.5
0,0,0.372172619
0,0,0.466471507
37718,36462,0.471021429
0,0,0.454190693
1402,1375,0.544429413
0,0,0.562755102
242009,249571,0.384323324
0,0,0.333838384
0,0,0.375162338
118605,114819,0.337202381
0,0,0.625
0,0,0.469135727
118605,114819,0
0,0,0.704411765
0,0,0.526645022
614338,622508,0.5163069
0,0,0.230283688
0,0,0.303095238
0,0,0.385076253
0,0,0.4503848
0,0,0.395238095
0,0,0.385586527
0,0,0.25
358257,150016,0.354434698
0,0,0.500966654
44979,43167,0.430239446
0,0,0.400757576
0,0,0.476875902
942649,944949,0.283333333
628597,617338,0.435307622
0,0,0.395837743
0,0,0.512819186
330704,318461,0.42264881
0,0,0.259090909
0,0,0.409444444
846903,806206,0.667592593
537448,523515,0.372222222
0,0,0.400294613
942649,944949,0.468506494
79800,79476,0.561818182
0,0,0.421994949
0,0,0.478232498
0,0,0.438259144
0,0,0.38414971
111722,106126,0.499470899
0,0,0.486803248
0,0,0.429815899
247038,239927,0.089583333
44979,43167,0.383780771
242009,249571,0.342310406
0,0,0.397542735
0,0,0.5
0,0,0.55
628597,617338,0.524864719
0,0,0.589102564
894210,903764,0.6
12055,11750,0.431666667
12055,11750,0.420182858
0,0,0.427854035
10255,10664,0.502232143
4949,4925,0.464809575
0,0,0.294747475
0,0,0.28530572
1402,1375,0.349460125
31190,31215,0.456410256
0,0,0.451515152
0,0,0.7
31593,30850,0.430430077
0,0,0
0,0,0.525703697
0,0,0.463095238
823844,815195,0.479672719
26489,26652,0.413516354
0,0,0.653591954
0,0,0.335
942649,944949,0.557440476
0,0,0.390714286
616920,597053,0.586640212
0,0,0.500248677
0,0,0.302619048
846903,806206,0.687012987
894210,903764,0.5
37718,36462,0.391025641
0,0,0.503734112
0,0,0.383551806
0,0,0.359079759
0,0,0.395738605
231947,228432,0.468600469
0,0,0.596663898
0,0,0.310869341
0,0,0.488839286
77740,76520,0.519599764
0,0,0.477200914
0,0,0.394936849
0,0,0.560021251
0,0,0.510545455
0,0,0.497763971
0,0,0.187654321
0,0,0.481548339
0,0,0.554599021
0,0,0.505555556
0,0,0.38990232
0,0,0.482644855
0,0,0.564339827
0,0,0.381565657
996193,739521,0.403472222
62322,60724,0.440740741
457911,402901,0.75
0,0,0.33125
942649,944949,0.313987309
42042,41347,0.30375744
0,0,0.415652056
0,0,0.539745671
79800,79476,0
28514,26157,0.508654582
62322,60724,0.170833333
0,0,0.451410983
0,0,0.470551025
9916,9353,0.390196078
894210,903764,0.6
0,0,0.450444084
0,0,0.371692111
0,0,0.352415408
0,0,0.217028986
31190,31215,0.405952381
0,0,0.428108065
37718,36462,0.329748377
0,0,0.43517316
79800,79476,0.7
0,0,0.419150232
0,0,0.373180553
1402,1375,0.391968482
0,0,0.580116959
28514,26157,0.359319728
0,0,0.489222841
440208,914158,0.372298099
224402,223919,0.232705628
628597,617338,0.416954023
0,0,0.544444444
0,0,0.445920515
0,0,0.432929293
537448,523515,0.7
