,0
329,3
330,0
331,0
332,0
333,3
334,0
335,0
336,0
337,1
338,2
339,3
340,3
341,3
342,0
343,2
344,0
345,2
346,0
347,2
348,0
349,4
350,3
351,0
352,2
353,4
354,2
355,2
356,5
357,3
358,3
359,0
360,2
361,2
362,2
363,0
364,5
365,2
366,5
367,4
368,2
369,5
370,2
371,0
372,3
373,0
374,0
375,0
376,3
377,1
378,2
379,1
380,6
381,0
382,0
383,2
384,0
385,1
386,1
387,4
388,0
389,0
390,0
391,4
392,1
393,0
394,2
395,0
396,0
397,3
398,4
399,4
400,1
401,0
402,5
403,4
404,0
405,0
406,0
407,1
408,0
409,2
410,0
411,1
412,0
413,3
414,0
415,3
416,3
417,0
418,3
419,0
420,3
421,2
422,0
423,3
424,3
425,5
426,0
427,3
428,3
429,1
430,0
431,1
432,0
433,0
434,0
435,2
436,0
437,0
438,1
439,2
440,1
441,2
442,2
443,1
444,2
445,0
446,3
447,3
448,3
449,0
450,2
451,0
452,1
453,0
454,0
455,4
456,3
457,5
458,2
459,1
460,5
461,4
462,0
463,0
464,2
465,2
466,0
467,0
468,4
469,1
470,3
471,0
472,4
473,0
474,3
475,0
476,0
477,0
478,4
479,4
480,0
481,0
482,3
483,1
484,0
485,0
486,4
487,0
488,0
489,0
490,2
491,0
492,0
493,2
494,0
495,4
496,4
497,0
498,6
499,2
500,1
501,0
502,2
503,1
504,2
505,4
506,1
507,2
508,0
509,0
510,1
511,2
512,0
513,0
514,0
515,4
516,3
517,0
518,0
519,0
520,0
521,1
522,2
523,2
524,5
525,2
526,3
527,0
528,0
529,3
530,2
531,0
532,2
533,0
534,4
535,0
536,3
537,0
538,1
539,0
540,0
541,5
542,0
543,3
544,4
545,0
546,3
547,0
548,1
549,3
550,3
551,0
552,3
553,0
554,5
555,0
556,0
557,2
558,3
559,0
560,3
561,0
562,3
563,2
564,1
565,6
566,3
567,5
568,4
569,0
570,4
571,0
572,0
573,0
574,4
575,3
576,0
577,2
578,0
579,0
580,5
581,2
582,0
583,0
584,0
585,0
586,0
587,4
588,0
589,0
590,0
591,2
592,0
593,4
594,1
595,3
596,1
597,0
598,1
599,0
600,0
601,2
602,0
603,2
604,3
605,0
606,1
607,6
608,2
609,1
610,0
611,3
612,0
613,0
614,3
615,2
616,1
617,0
618,0
619,1
620,0
621,1
622,0
623,3
624,0
625,0
626,0
627,5
628,0
629,5
630,0
631,2
632,0
633,2
634,0
635,0
636,0
637,2
638,4
639,2
640,5
641,1
642,0
643,0
644,3
645,6
646,2
647,3
648,0
649,0
650,3
651,2
652,0
653,2
654,0
655,0
656,0
657,0
658,0
659,1
660,1
661,2
662,0
663,0
664,0
665,0
666,0
667,1
668,0
669,3
670,2
671,0
672,2
673,5
674,0
675,1
676,2
677,1
678,5
679,1
680,1
681,4
682,0
683,0
684,1
685,1
686,6
687,2
688,3
689,0
690,2
691,4
692,3
693,3
694,0
695,0
696,2
697,2
698,4
699,1
700,4
701,0
702,0
703,0
704,1
705,3
706,0
707,0
708,2
709,0
710,4
711,1
712,2
713,0
714,5
715,0
716,1
717,0
718,1
719,0
720,0
721,3
722,0
723,3
724,0
725,3
726,1
727,3
728,0
729,0
730,5
731,0
732,0
733,2
734,2
735,0
736,3
737,0
738,3
739,0
740,3
741,5
742,0
743,4
744,0
745,1
746,4
747,4
748,0
749,4
750,3
751,2
752,0
753,0
754,2
755,1
756,1
757,0
758,2
759,0
760,0
761,0
762,2
763,2
764,3
765,3
766,0
767,4
768,4
769,0
770,3
771,3
772,4
773,0
774,2
775,0
776,0
777,1
778,0
779,0
780,0
781,1
782,3
783,0
784,2
785,3
786,2
787,3
788,0
789,0
790,4
791,0
792,0
793,0
794,0
795,0
796,0
797,3
798,0
799,0
800,0
801,0
802,1
803,1
804,0
805,0
806,2
807,0
808,0
809,0
810,0
811,0
812,3
813,5
814,0
815,0
816,2
817,0
818,2
819,3
820,0
821,0
822,0
823,3
824,4
825,1
826,0
827,4
828,3
829,2
830,0
831,3
832,0
833,0
834,0
835,4
836,3
837,3
838,2
839,2
840,3
841,1
842,0
843,3
844,0
845,0
846,2
847,0
848,4
849,0
850,4
851,2
852,0
853,0
854,4
855,1
856,2
857,4
858,0
859,4
860,1
