sentiment,readability
0.364880952,5
0.43984127,0
0.24514652,0
0.519742538,0
0.42021058,2
0.602225379,0
0.493222845,2
0.473933782,0
0.476255088,2
0.496590909,0
0.457069538,3
0.391375322,0
0.357644628,4
0.7775,2
0.406623932,1
0.441407864,0
0.501094691,0
0.496176046,2
0.400082349,1
0.41146414,0
0.424309024,0
0.409998517,2
0.246794872,1
0.785714286,3
0.416571429,0
0.464549157,0
0.258956916,4
0.483319223,3
0.354743321,5
0.498115079,2
0.648539886,2
0.413467963,4
0.391944444,3
0.51466589,0
0.465267471,3
0.422058824,0
0.456923805,1
0.384502559,0
0.300770867,0
0.47790404,4
0.516407867,0
0.334344056,0
0.420628908,0
0.349425146,0
0.530882353,4
0.454509675,3
0.364403292,0
0.346015466,1
0.333823529,5
0.470883362,0
0.431354718,2
0.433499193,1
0.536944444,4
0.303703704,0
0.403768998,2
0.464365664,0
0.252106227,0
0.339305556,0
0.56043771,0
0.386096109,2
0.462655466,0
0.406916017,2
0.46869598,2
0.293402778,1
0.471035191,2
0.601190476,0
0.49,0
0.383986942,2
0.362820513,1
0.459742357,3
0.510472485,2
0.450338753,2
0.531609195,2
0.218181818,3
0.393295434,0
0.327854633,2
0.411777688,3
0.395367965,0
0.395521542,3
0.593964646,3
0.478028135,3
0.512735651,0
0.501481481,3
0.435593513,4
0.370019167,1
0.498371012,2
0.526011905,3
0.546054654,4
0.441419666,0
0.312169312,0
0.266795635,0
0.476775384,0
0.376571429,0
0.43,0
0.518684292,2
0.539772727,0
0.448412698,4
0.514353962,1
0.468056943,0
0.467741623,0
0.537739464,5
0.368917987,2
0.543603896,3
0.464365664,0
0.464641311,1
0.725,5
0.56569697,0
0.432386364,0
0.446898934,0
0.449350649,0
0.490406785,4
0.406845238,0
0.416465677,0
0.336265432,0
0.474577573,1
0.407088172,0
0.430020704,0
0.594886364,0
0.526643773,0
0.192045455,0
0.3875,2
0.417857143,0
0.389880952,0
0.330366162,0
0.401799586,0
0.420918367,0
0.396138807,0
0.486093074,0
0.432215087,2
0.434176871,1
0.491081871,0
0.474444444,0
0.443981481,0
0.37119883,0
0.336265432,0
0.603525641,3
0.325,0
0.681884058,3
0.417768158,0
0.38757764,0
0.344883041,0
0.481802721,3
0.395018263,0
0.508706571,3
0.289005336,0
0.3375,3
0.274671717,0
0.430820094,0
0.423801793,1
0.470114608,3
0.358333333,0
0.502639147,5
0.502588842,0
0.481278861,3
0.5054325,0
0.504603175,0
0.463274774,0
0.6875,0
0.44,1
0.475378788,1
0.365653495,0
0.410483871,4
0.480632411,0
0.522358197,0
0.321428571,4
0.410483871,4
0.480434704,0
0.592253177,5
0.396717945,5
0.314204545,2
0.257352941,2
0.482222222,2
0.452403216,3
0.509048822,0
0.292222222,0
0.508730159,0
0.35,0
0,5
0.417095238,0
0.428813926,2
0.338888889,1
0.464365664,0
0.411155203,5
0.38875,2
0.43951808,0
0.390892857,3
0.451584022,1
0.375816993,2
0.321345463,2
0.479013579,0
0.433587427,0
0.468706475,4
0.452361111,1
0.444047619,1
0.553106061,0
0.282539683,1
0.3163941,0
0.448852564,0
0.379865886,2
0.435788705,2
0.386864899,3
0.585328283,4
0.433512294,2
0.519558135,0
0.545865801,3
0.439765628,3
0.568888889,2
0.455278007,2
0.533880568,0
0.651157407,5
0.382019731,2
0.643813131,1
0.563744589,0
0.45375817,4
0.491840927,3
0.470070448,0
0.556601732,0
0.233333333,2
0.387182788,0
0.410615079,2
0.451111111,0
0.594886364,0
0.447525156,2
0.256862745,1
0.263227513,3
0.495894584,2
0.578021978,3
0.305454545,0
0.621428571,2
0.404797286,2
0.386865426,1
0.486769481,1
0.35663961,0
0.396052632,3
0.463680455,0
0.468103448,0
0.336265432,0
0.478934506,1
0.435854342,0
0.472725041,1
0.457724567,0
0.550088015,4
0.519791667,2
0.4612387,2
0.290734266,0
0.485555556,0
0.318275613,2
0.479504762,2
0.336491841,1
0.487365591,0
0.448939668,0
0.388198636,1
0.391865968,3
0.2875,0
0.276430976,3
0.336111111,0
0.462884425,0
0.441434183,1
0.279429679,0
0.380183389,2
0.306059113,0
0.457674014,2
0.387931034,3
0.463390313,2
0.522931698,5
0.524357016,0
0.532972789,0
0.45620915,2
0.336265432,0
0.414895352,1
0.454545455,0
0.492992424,3
0.444256854,0
0.405591265,2
0.471693122,1
0.426428571,1
0.486139456,0
0.35,2
0.501485636,0
0.525419782,0
0.461864478,0
0.377873603,2
0.369175084,4
0.35,0
0.499842582,0
0.340909091,2
0.592328042,0
0.428333333,0
0.495616319,3
0.460549728,2
0.393904762,0
0.241666667,4
0.631898148,0
0.497474747,0
0.524953102,3
0.480239368,1
0.413876984,2
0.405013839,1
0.382638889,3
0.337256494,2
0.37173913,3
0.502380952,1
0.453181818,0
0.357073844,0
0.500752565,3
0.464365664,0
0.497933333,3
0.470037445,2
0.404,0
0.427921988,1
0.536135474,3
0.394982993,0
0.645767196,0
0.445923413,3
0.369846815,5
0.446333333,2
0.465530303,0
0.420317892,2
0.473321195,4
0.433624157,1
0.403703704,3
0.433333333,0
0.326160307,1
0.733201058,4
0.446898934,0
0.495601351,0
0.376862479,3
0.336525974,2
0.286538462,3
0.287518939,4
0.446898934,0
0.4874064,6
0.35952381,4
0.302282775,2
0,5
0.25,3
0.404052852,3
0.426891835,3
0.417638153,0
0.415800866,2
0.341006843,4
0.419848485,3
0.399243474,2
0.329498229,2
0.479166667,5
0.274114491,3
0.399461495,0
0.331884058,0
0.514517906,3
0.463691544,1
0.378099174,0
0.466471507,0
0.352784864,0
0.540740741,5
0.234375,1
0.304298083,0
0.319791667,0
0.442705005,2
0.527450273,1
0.422588429,0
0.412946948,2
0.521734694,0
0.344444444,3
0.176430976,0
0.49034749,0
0.518114478,2
0.505468021,4
0.464952318,0
0.459849179,0
0.547619048,0
0.409166667,3
0.484974747,0
0.350297619,0
0.485782036,2
0.534311316,4
0.504494444,4
0.45738381,2
1,1
0.331090909,1
0.438699751,0
0.325523088,0
0.372442505,3
0.496007775,2
0.478642811,0
0.466694902,1
0,2
0.360864255,2
0.431299633,1
0.428897243,0
0.5125,3
0,3
0.233928571,1
0.6125,3
0.531393298,2
0.438333333,0
0.46926736,5
0.430176768,0
0.37987013,1
0.581386724,0
0.536666667,2
0.47125,0
0.4600479,2
0.442857143,0
0.459894352,3
0.426737915,1
0.378195489,1
0.490958498,2
0.574541446,0
0.452303977,2
0.527592593,1
0.504964257,3
0.406140351,3
0.194444444,5
0.408766234,0
0.407738095,2
0.396666667,1
0.414844351,1
0.5,2
0.372172619,0
0.466471507,0
0.471021429,0
0.454190693,1
0.544429413,3
0.562755102,0
0.384323324,0
0.333838384,3
0.375162338,3
0.337202381,2
0.625,0
0.469135727,3
0,4
0.704411765,2
0.526645022,1
0.5163069,2
0.230283688,0
0.303095238,0
0.385076253,0
0.4503848,2
0.395238095,2
0.385586527,1
0.25,0
0.354434698,0
0.500966654,5
0.430239446,3
0.400757576,5
0.476875902,3
0.283333333,0
0.435307622,1
0.395837743,1
0.512819186,3
0.42264881,3
0.259090909,0
0.409444444,2
0.667592593,3
0.372222222,0
0.400294613,2
0.468506494,1
0.561818182,1
0.421994949,1
0.478232498,0
0.438259144,0
0.38414971,2
0.499470899,2
0.486803248,0
0.429815899,1
0.089583333,3
0.383780771,1
0.342310406,0
0.397542735,0
0.5,0
0.55,5
0.524864719,0
0.589102564,2
0.6,0
0.431666667,2
0.420182858,3
0.427854035,3
0.502232143,0
0.464809575,2
0.294747475,0
0.28530572,0
0.349460125,1
0.456410256,2
0.451515152,1
0.7,2
0.430430077,1
0,0
0.525703697,4
0.463095238,0
0.479672719,5
0.413516354,0
0.653591954,2
0.335,3
0.557440476,0
0.390714286,0
0.586640212,6
0.500248677,3
0.302619048,3
0.687012987,0
0.5,0
0.391025641,2
0.503734112,4
0.383551806,2
0.359079759,1
0.395738605,2
0.468600469,2
0.596663898,0
0.310869341,0
0.488839286,0
0.519599764,2
0.477200914,1
0.394936849,4
0.560021251,0
0.510545455,0
0.497763971,4
0.187654321,6
0.481548339,4
0.554599021,0
0.505555556,0
0.38990232,2
0.482644855,3
0.564339827,4
0.381565657,0
0.403472222,0
0.440740741,1
0.75,2
0.33125,0
0.313987309,0
0.30375744,0
0.415652056,3
0.539745671,4
0,2
0.508654582,4
0.170833333,0
0.451410983,1
0.470551025,1
0.390196078,2
0.6,3
0.450444084,4
0.371692111,0
0.352415408,0
0.217028986,2
0.405952381,2
0.428108065,0
0.329748377,0
0.43517316,1
0.7,4
0.419150232,4
0.373180553,1
0.391968482,0
0.580116959,0
0.359319728,0
0.489222841,4
0.372298099,2
0.232705628,1
0.416954023,0
0.544444444,0
0.445920515,1
0.432929293,3
0.7,0
0.609213251,1
0.581862745,0
0.516369048,5
0.1375,3
0.487814626,4
0.256771049,0
0.382716049,0
0.507111111,4
0.383029036,0
0.452380952,5
0.418333333,0
0.445149843,4
0.414690739,2
0.402434759,2
0.558282187,3
0.42632934,0
0.433960271,4
0.315277778,0
0.384594214,4
0.517361111,0
0.479911527,3
0.472256216,3
0.312356322,4
0.487654321,2
0.37654586,3
0.519526902,5
0.224358974,1
0.432407407,1
0.467292115,0
0.451808529,2
0.431481481,3
0.501704545,4
0.441918498,2
0.016666667,0
0.46957672,3
0.449265873,4
0.357434443,1
0.536610268,2
0.625,2
0.3,3
0.273188406,0
0.57037037,1
0.41656065,1
0.433333333,0
0.393445539,0
0.393939394,4
0.403126362,1
0.843981481,3
0.51211496,0
0.464583333,0
0.434734848,1
0.387353801,0
0.441181751,2
0.403494433,0
0.449546485,0
0.39369746,0
0.571208791,1
0.541107716,1
0.378698752,2
0.256969697,0
0.374183007,3
0.482440502,2
0.285342515,1
0.327104377,0
0.447570401,2
0.375700928,0
0.443368097,1
0.385714286,0
0.493437291,0
0.7,3
0.474223913,2
0.145887446,0
0.390279418,0
0.48695739,2
0.518850267,3
0.492897727,0
0.348020833,0
0.403672643,2
0.436536797,2
0.248412698,2
0.384139785,1
0.39647619,0
0.380618043,4
0.381901568,2
0.285283389,1
0.428045977,3
0.474716553,0
0,3
0.428468548,4
0.3125,0
0.464689441,2
0.546153846,4
0.42232165,1
0.325988592,2
0.367092621,1
0.366666667,0
0.395506861,2
0.7,0
0.44879941,3
0.476530912,2
0.472664794,3
0.607692308,5
0.346666667,0
0.303479853,3
0.512732663,1
0.534251318,0
0.556150794,5
0.360055096,1
0.434426116,4
0.450838675,4
0.349235209,0
0.6,3
0.430948666,0
0.522820792,4
0.402659444,1
0.471238832,0
0.501118143,0
0.334142174,0
0.111111111,1
0.425033835,3
0.603333333,2
0.343504239,0
0.393215488,5
0.357065243,2
0.445603765,0
0.376470588,0
0.487640668,4
0.466411336,2
0.510714286,5
0.392669173,0
0.467290249,2
0.298194444,2
0.412824675,0
0.471622733,0
0.539814815,0
0.3375,0
0.439583333,3
0.284722222,3
0.413349725,1
0.199067599,0
0.398561508,0
0.464375338,1
0.531623932,0
0.290799397,0
0.401314078,4
0.478308824,0
0.569047619,2
0.388188602,0
0.393102797,5
0.418055556,1
0.472710623,3
0.348063973,0
0.457242063,0
0.4125,1
0.57989825,0
0.4,1
0.500694716,3
0.49017316,0
0.444444444,6
0.525966184,0
0.440212515,1
0.43653824,0
0.483333333,3
0.427193563,3
0.371254579,2
0.391606917,2
0.501325758,3
0.410294118,2
0.4691274,5
0.339338235,2
0.521440719,3
0.484375,0
0.46325,0
0.383333333,0
0.444132395,2
0.367909936,3
0.25,2
0.411024203,2
0.531060606,2
0.464870344,0
0.581818182,0
0.54,0
0.383074777,0
0.582033462,3
0.425623813,0
0.48526522,4
0.485,4
0.418800064,1
0.6,2
0.484935897,2
0.493186391,1
0.526031746,1
0.519213407,4
0.473958333,2
0.266452991,3
0.368813131,0
0.426429208,1
0.43627451,0
0.444879672,4
0.341339869,3
0.521581197,1
0.664935065,4
0.15,1
0.420887446,3
0.28030303,0
0.454904051,2
0.468517827,0
0.492631674,3
0.525019566,4
0.449265873,4
0.404017094,0
0.544444444,3
0.571296296,3
0.424364588,0
0.47,0
0.33008658,5
0.526576239,1
0.40978836,3
0.467032828,1
0.356944444,0
0.419623405,1
0.527777778,0
0.55,5
0.3375,0
0.39212963,1
0.460048237,2
0.385837612,1
0.473863636,1
0.445522186,3
0.453935446,0
0.553030303,1
0.389583333,6
0.478733766,3
0.256372549,0
0.402991342,0
0.469011544,1
0.321148705,2
0.519341564,1
0.414010342,2
0.382915695,0
0.276190476,0
0.270623306,0
0.309090909,0
0.412962963,0
0.602286018,3
0.484848485,0
0.476198297,2
0.442271536,4
0.468394853,0
0.389636591,2
0.585,1
0.39045598,2
0.514588745,2
0.373011364,0
0.59,1
0.399206349,4
0.4143898,2
0.493653719,0
0.531746032,2
0.545714286,0
0.454545455,4
0.334962537,3
0.36130691,0
0.370245559,0
0.473395653,2
0.460125979,3
0.401587302,0
0.49750934,0
0.433333333,2
0.347755291,0
0.396024137,2
0,0
0.499561582,1
0.434037037,3
0.547222222,0
1,1
0.316666667,3
0.401344086,0
0.432113892,3
0.2,3
0.46367158,1
0.357949519,1
0.561496265,0
0.683159722,3
0.467640693,2
0.329743341,0
0.456896552,0
0.35356241,2
0.399259259,5
0.546619353,3
0.541419421,0
0.366267943,0
0.429688419,0
0.238461538,0
0.493192668,3
0.399494949,0
0.45,0
0.50952381,0
0.467948718,0
0.394875283,4
0.402192982,0
0.395289502,3
0.475,1
0.360777417,0
0.513129252,2
0.7,5
0.455393218,1
0.330365419,4
0.431883117,0
0.339626623,1
0.388475347,0
0.489410431,2
0.303819444,4
0.469037698,0
0.411300505,0
0.573401361,0
0.480516908,2
0.561122134,2
0.270454545,3
0.436190476,0
0.482626687,0
0.37755864,0
0.294988594,2
0.450635825,4
0.415539831,4
0.372519841,2
0.503865824,4
0.479391186,3
0.420173882,2
0.458678606,1
0.384162241,0
0.401960065,0
0.333333333,0
0.628571429,0
0.425438596,4
0.338379476,4
0.48125,1
0.322799423,0
0.542771331,3
0.340044563,0
0.431314152,4
1,0
0.411658024,1
0.26012987,3
0.348328647,0
0.434809186,3
0.683333333,2
0.387286325,3
0.425140138,3
0.56478836,0
0.396818182,1
0.443,0
0.246479277,2
0.326923077,2
0.472380952,0
0.389215686,2
0.449265873,4
0.452058201,4
0.392317291,0
0.259195402,6
0.479871795,3
0.502242063,0
0.45411566,2
0.463964904,0
0.430448123,0
0.79375,1
0.41834838,1
0.420138889,0
0.417171717,0
1,0
0.50408743,2
0.471818558,1
0.487325294,0
0.066666667,0
0.366429852,0
0.4869884,0
0.328181818,0
0.392028986,0
0.304136905,1
0.230793651,0
0.435763889,0
0.295175439,2
0.571904762,4
0.525108225,1
0.432457627,2
0.347916667,1
0.338636364,0
0.492331169,3
0.438975609,1
0.324107143,0
0.429120753,0
0.700253968,1
0.5,3
0.486965869,4
0.437058691,0
0.4730287,1
0.380850168,0
0.25625,2
0.432134986,2
0.378666667,1
0.456997677,0
0.175238095,0
0.448771458,3
0.406087882,4
0.474773768,2
0.604322562,1
0.054166667,1
0.423434846,0
0.453809767,1
0.292020105,0
0,4
0.429008405,0
0.566666667,3
0.303664854,0
0.476233766,4
0.492973138,4
0.589678644,3
0.378395062,2
0.594444444,0
0.636363636,2
0.592822967,3
0.21875,4
0.294,1
0.358626984,2
0.481126076,1
0.471231799,3
0.442867965,3
0.493518519,3
0.382490079,3
0.254166667,3
0.47558182,3
0.462939959,0
0.399183606,0
0.391691468,0
0.3125,2
0.458269113,2
0.424606625,2
0.452388795,0
0.409848485,4
0.57358156,0
0.365789474,0
0.65,2
0.26875,0
0.197058824,0
0.397607964,2
0.535,3
0.33362069,1
0.449740174,0
0.166666667,2
0.557692308,0
0.39538664,4
0.394252874,0
0.396155612,0
0.576086957,3
0.366666667,3
0.357142857,0
0.447270377,0
0.490561548,0
0.490673981,1
0.441525452,3
0.443000644,1
0.35,1
0.400757576,0
0.230555556,4
0.097222222,2
0.503277311,2
0.290734266,0
0.509965035,4
0.39419273,2
0.254563492,1
0.395639691,0
0.439446406,2
0.47212987,4
0.6,0
0.389762704,2
0.554910714,0
0.414285714,0
0.216666667,1
0.456410256,1
0.329265377,1
0.42787226,4
